Teleconnexió,Variable,Unitat,Àmbit,Subregió,Estació,Correlació,Força absoluta,Signe,P valor,Q FDR,Significatiu FDR,N,Etiqueta
WeMO,Humitat del sòl,m3/m3,Subregió i estació,Llevant Ibèric,Hivern,-0.448,0.448,Negativa,0.0,0.0,Sí,120,WeMO · Humitat del sòl · Subregió i estació
WeMO,Humitat del sòl,m3/m3,Subregió i estació,Mediterrani central occidental,Hivern,-0.056,0.056,Negativa,0.5425,0.7359,No,120,WeMO · Humitat del sòl · Subregió i estació
WeMO,Humitat del sòl,m3/m3,Subregió i estació,Catalunya-Balears,Primavera,-0.101,0.101,Negativa,0.2724,0.5042,No,120,WeMO · Humitat del sòl · Subregió i estació
WeMO,Humitat del sòl,m3/m3,Subregió i estació,Golf del Lleó,Primavera,0.257,0.257,Positiva,0.0047,0.0251,Sí,120,WeMO · Humitat del sòl · Subregió i estació
WeMO,Humitat del sòl,m3/m3,Subregió i estació,Llevant Ibèric,Primavera,-0.292,0.292,Negativa,0.0012,0.0081,Sí,120,WeMO · Humitat del sòl · Subregió i estació
WeMO,Humitat del sòl,m3/m3,Subregió i estació,Mediterrani central occidental,Primavera,0.098,0.098,Positiva,0.285,0.5161,No,120,WeMO · Humitat del sòl · Subregió i estació
WeMO,Humitat del sòl,m3/m3,Subregió i estació,Catalunya-Balears,Estiu,0.13,0.13,Positiva,0.1559,0.3504,No,120,WeMO · Humitat del sòl · Subregió i estació
WeMO,Humitat del sòl,m3/m3,Subregió i estació,Golf del Lleó,Estiu,0.241,0.241,Positiva,0.008,0.039,Sí,120,WeMO · Humitat del sòl · Subregió i estació
WeMO,Humitat del sòl,m3/m3,Subregió i estació,Llevant Ibèric,Estiu,0.046,0.046,Positiva,0.6197,0.7904,No,120,WeMO · Humitat del sòl · Subregió i estació
WeMO,Humitat del sòl,m3/m3,Subregió i estació,Mediterrani central occidental,Estiu,0.03,0.03,Positiva,0.7421,0.8639,No,120,WeMO · Humitat del sòl · Subregió i estació
WeMO,Humitat del sòl,m3/m3,Subregió i estació,Catalunya-Balears,Tardor,-0.05,0.05,Negativa,0.5912,0.7693,No,120,WeMO · Humitat del sòl · Subregió i estació
WeMO,Humitat del sòl,m3/m3,Subregió i estació,Golf del Lleó,Tardor,0.235,0.235,Positiva,0.0099,0.046,Sí,120,WeMO · Humitat del sòl · Subregió i estació
WeMO,Humitat del sòl,m3/m3,Subregió i estació,Llevant Ibèric,Tardor,-0.373,0.373,Negativa,0.0,0.0003,Sí,120,WeMO · Humitat del sòl · Subregió i estació
WeMO,Humitat del sòl,m3/m3,Subregió i estació,Mediterrani central occidental,Tardor,0.212,0.212,Positiva,0.0203,0.0804,No,120,WeMO · Humitat del sòl · Subregió i estació
WeMO,Temperatura,°C,Subregió i estació,Catalunya-Balears,Hivern,0.029,0.029,Positiva,0.7567,0.8747,No,120,WeMO · Temperatura · Subregió i estació
WeMO,Temperatura,°C,Subregió i estació,Golf del Lleó,Hivern,0.016,0.016,Positiva,0.861,0.9337,No,120,WeMO · Temperatura · Subregió i estació
WeMO,Temperatura,°C,Subregió i estació,Llevant Ibèric,Hivern,0.128,0.128,Positiva,0.1648,0.3633,No,120,WeMO · Temperatura · Subregió i estació
WeMO,Temperatura,°C,Subregió i estació,Mediterrani central occidental,Hivern,-0.023,0.023,Negativa,0.8025,0.9047,No,120,WeMO · Temperatura · Subregió i estació
WeMO,Temperatura,°C,Subregió i estació,Catalunya-Balears,Primavera,-0.409,0.409,Negativa,0.0,0.0,Sí,120,WeMO · Temperatura · Subregió i estació
WeMO,Temperatura,°C,Subregió i estació,Golf del Lleó,Primavera,-0.508,0.508,Negativa,0.0,0.0,Sí,120,WeMO · Temperatura · Subregió i estació
WeMO,Temperatura,°C,Subregió i estació,Llevant Ibèric,Primavera,-0.179,0.179,Negativa,0.0504,0.159,No,120,WeMO · Temperatura · Subregió i estació
WeMO,Temperatura,°C,Subregió i estació,Mediterrani central occidental,Primavera,-0.386,0.386,Negativa,0.0,0.0002,Sí,120,WeMO · Temperatura · Subregió i estació
WeMO,Temperatura,°C,Subregió i estació,Catalunya-Balears,Estiu,-0.211,0.211,Negativa,0.0209,0.0821,No,120,WeMO · Temperatura · Subregió i estació
WeMO,Temperatura,°C,Subregió i estació,Golf del Lleó,Estiu,-0.307,0.307,Negativa,0.0006,0.0048,Sí,120,WeMO · Temperatura · Subregió i estació
WeMO,Temperatura,°C,Subregió i estació,Llevant Ibèric,Estiu,-0.181,0.181,Negativa,0.048,0.1539,No,120,WeMO · Temperatura · Subregió i estació
WeMO,Temperatura,°C,Subregió i estació,Mediterrani central occidental,Estiu,-0.168,0.168,Negativa,0.0661,0.1923,No,120,WeMO · Temperatura · Subregió i estació
WeMO,Temperatura,°C,Subregió i estació,Catalunya-Balears,Tardor,-0.455,0.455,Negativa,0.0,0.0,Sí,120,WeMO · Temperatura · Subregió i estació
WeMO,Temperatura,°C,Subregió i estació,Golf del Lleó,Tardor,-0.399,0.399,Negativa,0.0,0.0001,Sí,120,WeMO · Temperatura · Subregió i estació
WeMO,Temperatura,°C,Subregió i estació,Llevant Ibèric,Tardor,-0.319,0.319,Negativa,0.0004,0.0031,Sí,120,WeMO · Temperatura · Subregió i estació
WeMO,Temperatura,°C,Subregió i estació,Mediterrani central occidental,Tardor,-0.469,0.469,Negativa,0.0,0.0,Sí,120,WeMO · Temperatura · Subregió i estació
WeMO,SST,°C,Subregió i estació,Catalunya-Balears,Hivern,0.064,0.064,Positiva,0.4883,0.6991,No,120,WeMO · SST · Subregió i estació
WeMO,SST,°C,Subregió i estació,Golf del Lleó,Hivern,0.089,0.089,Positiva,0.3355,0.5679,No,120,WeMO · SST · Subregió i estació
WeMO,SST,°C,Subregió i estació,Llevant Ibèric,Hivern,0.005,0.005,Positiva,0.9549,0.9813,No,120,WeMO · SST · Subregió i estació
WeMO,SST,°C,Subregió i estació,Mediterrani central occidental,Hivern,-0.015,0.015,Negativa,0.8724,0.9393,No,120,WeMO · SST · Subregió i estació
WeMO,SST,°C,Subregió i estació,Catalunya-Balears,Primavera,-0.389,0.389,Negativa,0.0,0.0001,Sí,120,WeMO · SST · Subregió i estació
WeMO,SST,°C,Subregió i estació,Golf del Lleó,Primavera,-0.416,0.416,Negativa,0.0,0.0,Sí,120,WeMO · SST · Subregió i estació
WeMO,SST,°C,Subregió i estació,Llevant Ibèric,Primavera,-0.221,0.221,Negativa,0.0155,0.0661,No,120,WeMO · SST · Subregió i estació
WeMO,SST,°C,Subregió i estació,Mediterrani central occidental,Primavera,-0.377,0.377,Negativa,0.0,0.0003,Sí,120,WeMO · SST · Subregió i estació
WeMO,SST,°C,Subregió i estació,Catalunya-Balears,Estiu,-0.138,0.138,Negativa,0.1341,0.3163,No,120,WeMO · SST · Subregió i estació
WeMO,SST,°C,Subregió i estació,Golf del Lleó,Estiu,-0.225,0.225,Negativa,0.0135,0.0595,No,120,WeMO · SST · Subregió i estació
WeMO,SST,°C,Subregió i estació,Llevant Ibèric,Estiu,-0.178,0.178,Negativa,0.0511,0.1605,No,120,WeMO · SST · Subregió i estació
WeMO,SST,°C,Subregió i estació,Mediterrani central occidental,Estiu,-0.169,0.169,Negativa,0.065,0.1903,No,120,WeMO · SST · Subregió i estació
WeMO,SST,°C,Subregió i estació,Catalunya-Balears,Tardor,-0.492,0.492,Negativa,0.0,0.0,Sí,120,WeMO · SST · Subregió i estació
WeMO,SST,°C,Subregió i estació,Golf del Lleó,Tardor,-0.457,0.457,Negativa,0.0,0.0,Sí,120,WeMO · SST · Subregió i estació
WeMO,SST,°C,Subregió i estació,Llevant Ibèric,Tardor,-0.438,0.438,Negativa,0.0,0.0,Sí,120,WeMO · SST · Subregió i estació
WeMO,SST,°C,Subregió i estació,Mediterrani central occidental,Tardor,-0.502,0.502,Negativa,0.0,0.0,Sí,120,WeMO · SST · Subregió i estació
RONI,Precipitació,mm,Global,Totes,Totes,0.013,0.013,Positiva,0.5793,0.7618,No,1920,RONI · Precipitació · Global
RONI,Humitat del sòl,m3/m3,Global,Totes,Totes,0.027,0.027,Positiva,0.2356,0.4608,No,1920,RONI · Humitat del sòl · Global
RONI,Temperatura,°C,Global,Totes,Totes,0.051,0.051,Positiva,0.0261,0.098,No,1920,RONI · Temperatura · Global
RONI,SST,°C,Global,Totes,Totes,0.042,0.042,Positiva,0.0665,0.1928,No,1920,RONI · SST · Global
RONI,Precipitació,mm,Estació,Totes,Hivern,-0.017,0.017,Negativa,0.7024,0.8398,No,480,RONI · Precipitació · Estació
RONI,Precipitació,mm,Estació,Totes,Primavera,-0.205,0.205,Negativa,0.0,0.0001,Sí,480,RONI · Precipitació · Estació
RONI,Precipitació,mm,Estació,Totes,Estiu,0.136,0.136,Positiva,0.0028,0.0164,Sí,480,RONI · Precipitació · Estació
RONI,Precipitació,mm,Estació,Totes,Tardor,0.11,0.11,Positiva,0.0159,0.0672,No,480,RONI · Precipitació · Estació
RONI,Humitat del sòl,m3/m3,Estació,Totes,Hivern,0.022,0.022,Positiva,0.6311,0.7961,No,480,RONI · Humitat del sòl · Estació
RONI,Humitat del sòl,m3/m3,Estació,Totes,Primavera,-0.171,0.171,Negativa,0.0002,0.0015,Sí,480,RONI · Humitat del sòl · Estació
RONI,Humitat del sòl,m3/m3,Estació,Totes,Estiu,-0.001,0.001,Negativa,0.9859,0.9945,No,480,RONI · Humitat del sòl · Estació
RONI,Humitat del sòl,m3/m3,Estació,Totes,Tardor,0.176,0.176,Positiva,0.0001,0.001,Sí,480,RONI · Humitat del sòl · Estació
RONI,Temperatura,°C,Estació,Totes,Hivern,0.076,0.076,Positiva,0.0984,0.257,No,480,RONI · Temperatura · Estació
RONI,Temperatura,°C,Estació,Totes,Primavera,-0.145,0.145,Negativa,0.0015,0.0095,Sí,480,RONI · Temperatura · Estació
RONI,Temperatura,°C,Estació,Totes,Estiu,0.009,0.009,Positiva,0.8376,0.924,No,480,RONI · Temperatura · Estació
RONI,Temperatura,°C,Estació,Totes,Tardor,0.169,0.169,Positiva,0.0002,0.0017,Sí,480,RONI · Temperatura · Estació
RONI,SST,°C,Estació,Totes,Hivern,0.151,0.151,Positiva,0.0009,0.0064,Sí,480,RONI · SST · Estació
RONI,SST,°C,Estació,Totes,Primavera,-0.148,0.148,Negativa,0.0011,0.0077,Sí,480,RONI · SST · Estació
RONI,SST,°C,Estació,Totes,Estiu,-0.028,0.028,Negativa,0.5339,0.7312,No,480,RONI · SST · Estació
RONI,SST,°C,Estació,Totes,Tardor,0.125,0.125,Positiva,0.006,0.0308,Sí,480,RONI · SST · Estació
RONI,Precipitació,mm,Subregió,Catalunya-Balears,Totes,0.017,0.017,Positiva,0.7179,0.8494,No,480,RONI · Precipitació · Subregió
RONI,Precipitació,mm,Subregió,Golf del Lleó,Totes,0.023,0.023,Positiva,0.6214,0.7906,No,480,RONI · Precipitació · Subregió
RONI,Precipitació,mm,Subregió,Llevant Ibèric,Totes,0.019,0.019,Positiva,0.6758,0.8238,No,480,RONI · Precipitació · Subregió
RONI,Precipitació,mm,Subregió,Mediterrani central occidental,Totes,-0.011,0.011,Negativa,0.8036,0.9053,No,480,RONI · Precipitació · Subregió
RONI,Humitat del sòl,m3/m3,Subregió,Catalunya-Balears,Totes,0.039,0.039,Positiva,0.3901,0.6202,No,480,RONI · Humitat del sòl · Subregió
RONI,Humitat del sòl,m3/m3,Subregió,Golf del Lleó,Totes,0.061,0.061,Positiva,0.185,0.3932,No,480,RONI · Humitat del sòl · Subregió
RONI,Humitat del sòl,m3/m3,Subregió,Llevant Ibèric,Totes,0.011,0.011,Positiva,0.8049,0.9062,No,480,RONI · Humitat del sòl · Subregió
RONI,Humitat del sòl,m3/m3,Subregió,Mediterrani central occidental,Totes,0.011,0.011,Positiva,0.8143,0.9108,No,480,RONI · Humitat del sòl · Subregió
RONI,Temperatura,°C,Subregió,Catalunya-Balears,Totes,0.044,0.044,Positiva,0.3337,0.5671,No,480,RONI · Temperatura · Subregió
RONI,Temperatura,°C,Subregió,Golf del Lleó,Totes,0.059,0.059,Positiva,0.2,0.4136,No,480,RONI · Temperatura · Subregió
RONI,Temperatura,°C,Subregió,Llevant Ibèric,Totes,0.024,0.024,Positiva,0.593,0.7702,No,480,RONI · Temperatura · Subregió
RONI,Temperatura,°C,Subregió,Mediterrani central occidental,Totes,0.077,0.077,Positiva,0.0914,0.2437,No,480,RONI · Temperatura · Subregió
RONI,SST,°C,Subregió,Catalunya-Balears,Totes,0.009,0.009,Positiva,0.8379,0.924,No,480,RONI · SST · Subregió
RONI,SST,°C,Subregió,Golf del Lleó,Totes,0.079,0.079,Positiva,0.082,0.2258,No,480,RONI · SST · Subregió
RONI,SST,°C,Subregió,Llevant Ibèric,Totes,0.002,0.002,Positiva,0.9566,0.9818,No,480,RONI · SST · Subregió
RONI,SST,°C,Subregió,Mediterrani central occidental,Totes,0.062,0.062,Positiva,0.1775,0.3826,No,480,RONI · SST · Subregió
RONI,Precipitació,mm,Subregió i estació,Catalunya-Balears,Hivern,0.052,0.052,Positiva,0.5742,0.758,No,120,RONI · Precipitació · Subregió i estació
RONI,Precipitació,mm,Subregió i estació,Golf del Lleó,Hivern,-0.086,0.086,Negativa,0.3484,0.5802,No,120,RONI · Precipitació · Subregió i estació
RONI,Precipitació,mm,Subregió i estació,Llevant Ibèric,Hivern,0.049,0.049,Positiva,0.5915,0.7693,No,120,RONI · Precipitació · Subregió i estació
RONI,Precipitació,mm,Subregió i estació,Mediterrani central occidental,Hivern,-0.042,0.042,Negativa,0.6483,0.8072,No,120,RONI · Precipitació · Subregió i estació
RONI,Precipitació,mm,Subregió i estació,Catalunya-Balears,Primavera,-0.239,0.239,Negativa,0.0087,0.0414,Sí,120,RONI · Precipitació · Subregió i estació
RONI,Precipitació,mm,Subregió i estació,Golf del Lleó,Primavera,-0.215,0.215,Negativa,0.0182,0.0747,No,120,RONI · Precipitació · Subregió i estació
RONI,Precipitació,mm,Subregió i estació,Llevant Ibèric,Primavera,-0.169,0.169,Negativa,0.0651,0.1903,No,120,RONI · Precipitació · Subregió i estació
RONI,Precipitació,mm,Subregió i estació,Mediterrani central occidental,Primavera,-0.214,0.214,Negativa,0.0192,0.0777,No,120,RONI · Precipitació · Subregió i estació
RONI,Precipitació,mm,Subregió i estació,Catalunya-Balears,Estiu,0.143,0.143,Positiva,0.1202,0.2946,No,120,RONI · Precipitació · Subregió i estació
RONI,Precipitació,mm,Subregió i estació,Golf del Lleó,Estiu,0.254,0.254,Positiva,0.0052,0.0274,Sí,120,RONI · Precipitació · Subregió i estació
RONI,Precipitació,mm,Subregió i estació,Llevant Ibèric,Estiu,-0.015,0.015,Negativa,0.8736,0.9396,No,120,RONI · Precipitació · Subregió i estació
RONI,Precipitació,mm,Subregió i estació,Mediterrani central occidental,Estiu,0.069,0.069,Positiva,0.4557,0.6749,No,120,RONI · Precipitació · Subregió i estació
RONI,Precipitació,mm,Subregió i estació,Catalunya-Balears,Tardor,0.071,0.071,Positiva,0.4383,0.6596,No,120,RONI · Precipitació · Subregió i estació
RONI,Precipitació,mm,Subregió i estació,Golf del Lleó,Tardor,0.157,0.157,Positiva,0.0863,0.2336,No,120,RONI · Precipitació · Subregió i estació
RONI,Precipitació,mm,Subregió i estació,Llevant Ibèric,Tardor,0.095,0.095,Positiva,0.3012,0.5333,No,120,RONI · Precipitació · Subregió i estació
RONI,Precipitació,mm,Subregió i estació,Mediterrani central occidental,Tardor,0.103,0.103,Positiva,0.2646,0.4955,No,120,RONI · Precipitació · Subregió i estació
RONI,Humitat del sòl,m3/m3,Subregió i estació,Catalunya-Balears,Hivern,0.118,0.118,Positiva,0.1975,0.4104,No,120,RONI · Humitat del sòl · Subregió i estació
RONI,Humitat del sòl,m3/m3,Subregió i estació,Golf del Lleó,Hivern,0.003,0.003,Positiva,0.9703,0.9872,No,120,RONI · Humitat del sòl · Subregió i estació
RONI,Humitat del sòl,m3/m3,Subregió i estació,Llevant Ibèric,Hivern,-0.015,0.015,Negativa,0.8736,0.9396,No,120,RONI · Humitat del sòl · Subregió i estació
RONI,Humitat del sòl,m3/m3,Subregió i estació,Mediterrani central occidental,Hivern,0.017,0.017,Positiva,0.8514,0.9295,No,120,RONI · Humitat del sòl · Subregió i estació
RONI,Humitat del sòl,m3/m3,Subregió i estació,Catalunya-Balears,Primavera,-0.179,0.179,Negativa,0.0507,0.1596,No,120,RONI · Humitat del sòl · Subregió i estació
RONI,Humitat del sòl,m3/m3,Subregió i estació,Golf del Lleó,Primavera,-0.171,0.171,Negativa,0.0623,0.185,No,120,RONI · Humitat del sòl · Subregió i estació
RONI,Humitat del sòl,m3/m3,Subregió i estació,Llevant Ibèric,Primavera,-0.151,0.151,Negativa,0.0995,0.259,No,120,RONI · Humitat del sòl · Subregió i estació
RONI,Humitat del sòl,m3/m3,Subregió i estació,Mediterrani central occidental,Primavera,-0.2,0.2,Negativa,0.0289,0.1054,No,120,RONI · Humitat del sòl · Subregió i estació
RONI,Humitat del sòl,m3/m3,Subregió i estació,Catalunya-Balears,Estiu,0.009,0.009,Positiva,0.9205,0.9637,No,120,RONI · Humitat del sòl · Subregió i estació
RONI,Humitat del sòl,m3/m3,Subregió i estació,Golf del Lleó,Estiu,0.078,0.078,Positiva,0.3978,0.6258,No,120,RONI · Humitat del sòl · Subregió i estació
RONI,Humitat del sòl,m3/m3,Subregió i estació,Llevant Ibèric,Estiu,-0.071,0.071,Negativa,0.4395,0.6608,No,120,RONI · Humitat del sòl · Subregió i estació
RONI,Humitat del sòl,m3/m3,Subregió i estació,Mediterrani central occidental,Estiu,-0.046,0.046,Negativa,0.6199,0.7904,No,120,RONI · Humitat del sòl · Subregió i estació
RONI,Humitat del sòl,m3/m3,Subregió i estació,Catalunya-Balears,Tardor,0.154,0.154,Positiva,0.094,0.2484,No,120,RONI · Humitat del sòl · Subregió i estació
RONI,Humitat del sòl,m3/m3,Subregió i estació,Golf del Lleó,Tardor,0.211,0.211,Positiva,0.0209,0.0821,No,120,RONI · Humitat del sòl · Subregió i estació
RONI,Humitat del sòl,m3/m3,Subregió i estació,Llevant Ibèric,Tardor,0.169,0.169,Positiva,0.0655,0.191,No,120,RONI · Humitat del sòl · Subregió i estació
RONI,Humitat del sòl,m3/m3,Subregió i estació,Mediterrani central occidental,Tardor,0.182,0.182,Positiva,0.0462,0.1499,No,120,RONI · Humitat del sòl · Subregió i estació
RONI,Temperatura,°C,Subregió i estació,Catalunya-Balears,Hivern,0.07,0.07,Positiva,0.4498,0.6701,No,120,RONI · Temperatura · Subregió i estació
RONI,Temperatura,°C,Subregió i estació,Golf del Lleó,Hivern,0.063,0.063,Positiva,0.4935,0.7029,No,120,RONI · Temperatura · Subregió i estació
RONI,Temperatura,°C,Subregió i estació,Llevant Ibèric,Hivern,0.068,0.068,Positiva,0.4604,0.678,No,120,RONI · Temperatura · Subregió i estació
RONI,Temperatura,°C,Subregió i estació,Mediterrani central occidental,Hivern,0.121,0.121,Positiva,0.1889,0.3988,No,120,RONI · Temperatura · Subregió i estació
RONI,Temperatura,°C,Subregió i estació,Catalunya-Balears,Primavera,-0.152,0.152,Negativa,0.0982,0.2568,No,120,RONI · Temperatura · Subregió i estació
RONI,Temperatura,°C,Subregió i estació,Golf del Lleó,Primavera,-0.145,0.145,Negativa,0.1132,0.283,No,120,RONI · Temperatura · Subregió i estació
RONI,Temperatura,°C,Subregió i estació,Llevant Ibèric,Primavera,-0.08,0.08,Negativa,0.3827,0.6133,No,120,RONI · Temperatura · Subregió i estació
RONI,Temperatura,°C,Subregió i estació,Mediterrani central occidental,Primavera,-0.229,0.229,Negativa,0.0119,0.0536,No,120,RONI · Temperatura · Subregió i estació
RONI,Temperatura,°C,Subregió i estació,Catalunya-Balears,Estiu,0.001,0.001,Positiva,0.9921,0.9964,No,120,RONI · Temperatura · Subregió i estació
RONI,Temperatura,°C,Subregió i estació,Golf del Lleó,Estiu,0.033,0.033,Positiva,0.72,0.8507,No,120,RONI · Temperatura · Subregió i estació
RONI,Temperatura,°C,Subregió i estació,Llevant Ibèric,Estiu,-0.027,0.027,Negativa,0.7678,0.8802,No,120,RONI · Temperatura · Subregió i estació
RONI,Temperatura,°C,Subregió i estació,Mediterrani central occidental,Estiu,0.022,0.022,Positiva,0.8139,0.9106,No,120,RONI · Temperatura · Subregió i estació
RONI,Temperatura,°C,Subregió i estació,Catalunya-Balears,Tardor,0.159,0.159,Positiva,0.082,0.2258,No,120,RONI · Temperatura · Subregió i estació
RONI,Temperatura,°C,Subregió i estació,Golf del Lleó,Tardor,0.2,0.2,Positiva,0.0287,0.1049,No,120,RONI · Temperatura · Subregió i estació
RONI,Temperatura,°C,Subregió i estació,Llevant Ibèric,Tardor,0.076,0.076,Positiva,0.4093,0.6355,No,120,RONI · Temperatura · Subregió i estació
RONI,Temperatura,°C,Subregió i estació,Mediterrani central occidental,Tardor,0.245,0.245,Positiva,0.007,0.035,Sí,120,RONI · Temperatura · Subregió i estació
RONI,SST,°C,Subregió i estació,Catalunya-Balears,Hivern,0.124,0.124,Positiva,0.1768,0.3817,No,120,RONI · SST · Subregió i estació
RONI,SST,°C,Subregió i estació,Golf del Lleó,Hivern,0.223,0.223,Positiva,0.0142,0.0618,No,120,RONI · SST · Subregió i estació
RONI,SST,°C,Subregió i estació,Llevant Ibèric,Hivern,0.08,0.08,Positiva,0.3826,0.6132,No,120,RONI · SST · Subregió i estació
RONI,SST,°C,Subregió i estació,Mediterrani central occidental,Hivern,0.158,0.158,Positiva,0.0838,0.229,No,120,RONI · SST · Subregió i estació
RONI,SST,°C,Subregió i estació,Catalunya-Balears,Primavera,-0.147,0.147,Negativa,0.1081,0.2744,No,120,RONI · SST · Subregió i estació
RONI,SST,°C,Subregió i estació,Golf del Lleó,Primavera,-0.198,0.198,Negativa,0.0303,0.1093,No,120,RONI · SST · Subregió i estació
RONI,SST,°C,Subregió i estació,Llevant Ibèric,Primavera,-0.035,0.035,Negativa,0.7037,0.8407,No,120,RONI · SST · Subregió i estació
RONI,SST,°C,Subregió i estació,Mediterrani central occidental,Primavera,-0.193,0.193,Negativa,0.0343,0.1199,No,120,RONI · SST · Subregió i estació
RONI,SST,°C,Subregió i estació,Catalunya-Balears,Estiu,-0.028,0.028,Negativa,0.7624,0.8777,No,120,RONI · SST · Subregió i estació
RONI,SST,°C,Subregió i estació,Golf del Lleó,Estiu,-0.029,0.029,Negativa,0.7526,0.8711,No,120,RONI · SST · Subregió i estació
RONI,SST,°C,Subregió i estació,Llevant Ibèric,Estiu,-0.079,0.079,Negativa,0.3908,0.6207,No,120,RONI · SST · Subregió i estació
RONI,SST,°C,Subregió i estació,Mediterrani central occidental,Estiu,0.007,0.007,Positiva,0.9352,0.9705,No,120,RONI · SST · Subregió i estació
RONI,SST,°C,Subregió i estació,Catalunya-Balears,Tardor,0.049,0.049,Positiva,0.5987,0.7747,No,120,RONI · SST · Subregió i estació
RONI,SST,°C,Subregió i estació,Golf del Lleó,Tardor,0.229,0.229,Positiva,0.0118,0.0535,No,120,RONI · SST · Subregió i estació
RONI,SST,°C,Subregió i estació,Llevant Ibèric,Tardor,0.024,0.024,Positiva,0.7913,0.8966,No,120,RONI · SST · Subregió i estació
RONI,SST,°C,Subregió i estació,Mediterrani central occidental,Tardor,0.174,0.174,Positiva,0.0579,0.175,No,120,RONI · SST · Subregió i estació
