ambit,teleconnexio,variable,n,pearson_r,pearson_p,spearman_r,spearman_p,abs_pearson_r,abs_spearman_r,subregio,estacio,periode,pearson_q_fdr,spearman_q_fdr,significatiu_fdr_005
subregio_periode,nao,pressio_nivell_mar,120,0.5823147863636163,3.030440115562779e-12,0.479329803006532,3.048490507121435e-08,0.5823147863636163,0.479329803006532,Mediterrani_Central_Occidental,,2001-2010,1.0695670996103925e-10,6.799607079081268e-07,True
subregio_periode,nao,pressio_nivell_mar,120,0.5818923956223125,3.1685784132085486e-12,0.5353693897846638,2.976849316289461e-10,0.5818923956223125,0.5353693897846638,Golf_Lleo,,2011-2020,1.1117818993714207e-10,9.500582924328066e-09,True
periode,nao,pressio_nivell_mar,480,0.5750950088925731,1.3137411221047737e-43,0.4839498676746853,1.5026131668564415e-29,0.5750950088925731,0.4839498676746853,,,2001-2010,3.2843528052619344e-41,2.575908286039614e-27,True
estacio_periode,wemo,vent_u10,120,0.5742395281295061,7.0282283658646946e-12,0.5728127908774298,8.135115802247658e-12,0.5742395281295061,0.5728127908774298,,Spring,1991-2000,2.4235270227119635e-10,3.149077084741029e-10,True
estacio_periode,wemo,vent_u10,120,0.5723557770185026,8.524037528115707e-12,0.5032006562293149,4.698101259367727e-09,0.5723557770185026,0.5032006562293149,,Autumn,2001-2010,2.9059218845849e-10,1.1584979518851263e-07,True
subregio_periode,wemo,velocitat_vent,120,0.5716364720447156,9.172842090123937e-12,0.5186931796688518,1.2896194208922856e-09,0.5716364720447156,0.5186931796688518,Mediterrani_Central_Occidental,,1981-1990,3.1094379966521817e-10,3.5332038928555766e-08,True
subregio_estacio,nao,pressio_nivell_mar,120,0.569506752493881,1.1386234276891192e-11,0.5031886615848772,4.702689373440125e-09,0.569506752493881,0.5031886615848772,Mediterrani_Central_Occidental,Spring,,3.8380564978284917e-10,1.1584979518851263e-07,True
periode,wemo,vent_u10,480,0.5657806649312742,5.762751718471681e-42,0.5594243536646578,7.106576898633275e-41,0.5657806649312742,0.5594243536646578,,,1981-1990,1.3830604124332035e-39,2.1319730695899825e-38,True
subregio_periode,wemo,velocitat_vent,120,0.565296421590324,1.7378207064704188e-11,0.5242058991267091,8.012947375451468e-10,0.565296421590324,0.5242058991267091,Mediterrani_Central_Occidental,,1991-2000,5.760731623658847e-10,2.3225934421598455e-08,True
subregio_estacio,nao,humitat_sol_capa1,120,-0.5636350178747024,2.0500026070471597e-11,-0.5411893394339479,1.7509220011657254e-10,0.5636350178747024,0.5411893394339479,Mediterrani_Central_Occidental,Winter,,6.758250352902724e-10,5.869012294410252e-09,True
subregio_periode,wemo,velocitat_vent,120,0.5612676017822373,2.590051117257014e-11,0.46302443980686314,1.0098233123072583e-07,0.5612676017822373,0.46302443980686314,Catalunya_Balears,,2011-2020,8.491970876252505e-10,2.0678975678646926e-06,True
estacio_periode,wemo,velocitat_vent,120,0.5602187731365775,2.8710700231538972e-11,0.5409581658301386,1.7885709737601344e-10,0.5602187731365775,0.5409581658301386,,Winter,2011-2020,9.261516203722249e-10,5.961903245867115e-09,True
estacio_periode,roni,velocitat_vent,120,-0.5589912820852225,3.237439073639126e-11,-0.5184313662036397,1.3188191693567463e-09,0.5589912820852225,0.5184313662036397,,Spring,2001-2010,1.0332252362678062e-09,3.5967795527911265e-08,True
subregio_periode,nao,pressio_nivell_mar,120,0.5578536620013519,3.61701948082224e-11,0.46823508992212676,6.933531687407871e-08,0.5578536620013519,0.46823508992212676,Golf_Lleo,,2001-2010,1.1422166781543916e-09,1.4394875475587275e-06,True
global,wemo,vent_u10,1920,0.5574485877038832,3.294040132185738e-157,0.5505470525083497,1.3133858011739377e-152,0.5574485877038832,0.5505470525083497,,,,9.882120396557215e-154,3.940157403521813e-149,True
subregio_estacio,nao,anomalia_humitat_sol_capa1,120,-0.5553979860046345,4.5884687189621797e-11,-0.5330948867892693,3.6529920812298643e-10,0.5553979860046345,0.5330948867892693,Mediterrani_Central_Occidental,Winter,,1.429142716318764e-09,1.1475367794439364e-08,True
estacio_periode,wemo,anomalia_temperatura,120,-0.5553785616229429,4.597075737492024e-11,-0.5594897539146627,3.0835183192134765e-11,0.5553785616229429,0.5594897539146627,,Autumn,1981-1990,1.429142716318764e-09,1.13503741811539e-09,True
subregio_periode,nao,anomalia_precipitacio_mm_dia,120,-0.5514729613957354,6.68447041718882e-11,-0.47089340782940753,5.7094751914642356e-08,0.5514729613957354,0.47089340782940753,Mediterrani_Central_Occidental,,1991-2000,2.067361984697573e-09,1.223458969599479e-06,True
estacio,wemo,velocitat_vent,480,0.5513896082508477,1.5759877797200997e-39,0.5542239651743562,5.332639266808926e-40,0.5513896082508477,0.5542239651743562,,Winter,,3.5021950660446657e-37,1.4543561636751619e-37,True
subregio,wemo,velocitat_vent,480,0.5482834194734593,5.1068833953059815e-39,0.5359469872866334,4.833189824461399e-37,0.5482834194734593,0.5359469872866334,Mediterrani_Central_Occidental,,,1.094332156136996e-36,1.035683533813157e-34,True
subregio_periode,nao,anomalia_precipitacio_mensual_mm,120,-0.5481144889861866,9.187689292937683e-11,-0.47002527992977655,6.084485880892197e-08,0.5481144889861866,0.47002527992977655,Mediterrani_Central_Occidental,,1991-2000,2.7841482705871767e-09,1.2899970065495826e-06,True
subregio_estacio,wemo,velocitat_vent,120,0.5478281492538354,9.438722184102395e-11,0.5528106901415046,5.883227195223283e-11,0.5478281492538354,0.5528106901415046,Catalunya_Balears,Spring,,2.8458458846539885e-09,2.1137343216371076e-09,True
subregio_periode,wemo,vent_u10,120,0.5472729714670442,9.944432147167384e-11,0.5196289857951711,1.190250742791741e-09,0.5472729714670442,0.5196289857951711,Catalunya_Balears,,2001-2010,2.9833296441502153e-09,3.275919475573599e-08,True
estacio_periode,wemo,velocitat_vent,120,0.5460888819786668,1.1111830627544811e-10,0.5029917822424952,4.7786162557832194e-09,0.5460888819786668,0.5029917822424952,,Winter,1991-2000,3.3005437507558845e-09,1.1702733687632374e-07,True
estacio_periode,wemo,velocitat_vent,120,0.544455812605211,1.2940827352215394e-10,0.5069537066196885,3.455200612585747e-09,0.544455812605211,0.5069537066196885,,Spring,1991-2000,3.787559225038652e-09,8.821788798091269e-08,True
estacio_periode,roni,anomalia_temperatura,120,0.5356144866648875,2.911645523011178e-10,0.5796101951083398,4.027000452056579e-12,0.5356144866648875,0.5796101951083398,,Autumn,2001-2010,8.201818374679374e-09,1.6216109202912402e-10,True
subregio_periode,wemo,vent_u10,120,0.5355548152113679,2.9273921315568815e-10,0.48118360833427704,2.649796088165023e-08,0.5355548152113679,0.48118360833427704,Catalunya_Balears,,1991-2000,8.207641490346397e-09,5.976983657515089e-07,True
subregio_estacio,nao,precipitacio_mm_dia,120,-0.5331493826461507,3.6351860530016636e-10,-0.5324767775783071,3.8609280290961413e-10,0.5331493826461507,0.5324767775783071,Catalunya_Balears,Winter,,1.0005099228444946e-08,1.200288506454759e-08,True
subregio_estacio,nao,precipitacio_mensual_mm,120,-0.5318599229306817,4.079787770020479e-10,-0.5264762566988541,6.570469699302637e-10,0.5318599229306817,0.5264762566988541,Catalunya_Balears,Winter,,1.1076346886933426e-08,1.951624663159199e-08,True
subregio_estacio,nao,precipitacio_mm_dia,120,-0.5300438751107044,4.795746144958107e-10,-0.5105130654472076,2.5728329873756115e-09,0.5300438751107044,0.5105130654472076,Mediterrani_Central_Occidental,Winter,,1.2903352856389524e-08,6.741047128495052e-08,True
subregio_estacio,nao,precipitacio_mensual_mm,120,-0.5272462515109307,6.140704097110693e-10,-0.5088115288552332,2.963564139891472e-09,0.5272462515109307,0.5088115288552332,Mediterrani_Central_Occidental,Winter,,1.6375210925628516e-08,7.631495639205507e-08,True
estacio_periode,nao,anomalia_humitat_sol_capa1,120,-0.5261308347692406,6.772541810767394e-10,-0.5809263200703146,3.5078151676175273e-12,0.5261308347692406,0.5809263200703146,,Winter,1991-2000,1.790099157031029e-08,1.431761292905113e-10,True
subregio_estacio,nao,anomalia_precipitacio_mm_dia,120,-0.5260610646814987,6.814077547999069e-10,-0.5318933936039159,4.067611813674917e-10,0.5260610646814987,0.5318933936039159,Catalunya_Balears,Winter,,1.7931783021050183e-08,1.258024272270593e-08,True
subregio_estacio,nao,anomalia_precipitacio_mensual_mm,120,-0.5232421534779567,8.713443640455958e-10,-0.5260074660051469,6.846152555575461e-10,0.5232421534779567,0.5260074660051469,Catalunya_Balears,Winter,,2.273072254031989e-08,2.0135742810516063e-08,True
subregio_estacio,wemo,velocitat_vent,120,-0.521763609938953,9.903955948485283e-10,-0.5370427284205906,2.5582104467324996e-10,0.521763609938953,0.5370427284205906,Llevant_Iberic,Summer,,2.572456090515658e-08,8.341990587171195e-09,True
subregio_estacio,nao,vent_v10,120,-0.5215054169872508,1.0127305087742295e-09,-0.5414630167002185,1.7073383632306005e-10,0.5215054169872508,0.5414630167002185,Mediterrani_Central_Occidental,Spring,,2.6191306261402488e-08,5.755073134485171e-09,True
estacio_periode,wemo,vent_u10,120,0.5193004901304292,1.2242621705429554e-09,0.5522207651853778,6.224427051393003e-11,0.5193004901304292,0.5522207651853778,,Autumn,1981-1990,3.1257757545777586e-08,2.223009661211787e-09,True
estacio_periode,nao,vent_v10,120,-0.5172796563977832,1.4549956751671222e-09,-0.571476296204284,9.323688026887693e-12,0.5172796563977832,0.571476296204284,,Spring,1991-2000,3.683533354853474e-08,3.5631928765175895e-10,True
subregio_estacio,wemo,evaporacio_potencial,120,-0.517051972295317,1.4834731300834794e-09,-0.5605078291870685,2.790810474425549e-11,0.517051972295317,0.5605078291870685,Llevant_Iberic,Winter,,3.7398482271012086e-08,1.0336335090464996e-09,True
periode,wemo,vent_u10,480,0.5166240320833413,4.171841365005929e-34,0.5056000702817629,1.6328046965801135e-32,0.5166240320833413,0.5056000702817629,,,1991-2000,7.850359153014147e-32,3.0615088060877128e-30,True
periode,wemo,vent_u10,480,0.5166134251958916,4.186858214940878e-34,0.509717595559936,4.215726448673293e-33,0.5166134251958916,0.509717595559936,,,2001-2010,7.850359153014147e-32,8.159470545819275e-31,True
subregio_estacio,nao,anomalia_precipitacio_mm_dia,120,-0.5149506079681619,1.7728814801655732e-09,-0.5046479729903812,4.174940947743632e-09,0.5149506079681619,0.5046479729903812,Mediterrani_Central_Occidental,Winter,,4.450748485771313e-08,1.0481023299774808e-07,True
subregio_estacio,nao,anomalia_precipitacio_mensual_mm,120,-0.5113417228285411,2.4009651251472823e-09,-0.50567583999288,3.8378872335425765e-09,0.5113417228285411,0.50567583999288,Mediterrani_Central_Occidental,Winter,,5.952806095406485e-08,9.716170211500194e-08,True
subregio_estacio,nao,vent_v10,120,-0.5098053209107323,2.728931670699e-09,-0.4691230270646906,6.499149902586721e-08,0.5098053209107323,0.4691230270646906,Llevant_Iberic,Spring,,6.738102890614815e-08,1.3587072967080253e-06,True
subregio_periode,wemo,vent_u10,120,0.5081995378827363,3.1175739602909094e-09,0.4899015861828212,1.3553559250185291e-08,0.5081995378827363,0.4899015861828212,Llevant_Iberic,,1981-1990,7.634875004794065e-08,3.201628169335108e-07,True
subregio_estacio,wemo,anomalia_temperatura,120,-0.5078851344979177,3.1996567903205507e-09,-0.4642430515869167,9.253362526845422e-08,0.5078851344979177,0.4642430515869167,Golf_Lleo,Spring,,7.804040952001344e-08,1.9079097993495714e-06,True
estacio_periode,nao,pressio_nivell_mar,120,0.5065706456009347,3.5658904190892388e-09,0.4571318011127183,1.533437135940545e-07,0.5065706456009347,0.4571318011127183,,Summer,1981-1990,8.627154239732029e-08,3.0265206630405494e-06,True
subregio_estacio,wemo,vent_u10,120,0.5059659578235746,3.747586602961444e-09,0.5478240942205328,9.44232430761818e-11,0.5059659578235746,0.5478240942205328,Llevant_Iberic,Spring,,8.994207847107466e-08,3.3130962482870807e-09,True
estacio_periode,nao,pressio_nivell_mar,120,0.505356082632523,3.939834534998385e-09,0.41477266515522254,2.477238520713205e-06,0.505356082632523,0.41477266515522254,,Summer,2001-2010,9.380558416662821e-08,3.642997824578243e-05,True
subregio_estacio,wemo,anomalia_precipitacio_mensual_mm,120,-0.5046827134960605,4.163098596330101e-09,-0.5091346006077149,2.8852381216298384e-09,0.5046827134960605,0.5091346006077149,Llevant_Iberic,Winter,,9.83409117243331e-08,7.46182272835303e-08,True
estacio_periode,wemo,anomalia_sst,120,-0.503765511794479,4.486838603778514e-09,-0.43570846591655105,6.564733178880415e-07,0.503765511794479,0.43570846591655105,,Autumn,1981-1990,1.0475109580805868e-07,1.1215284385766238e-05,True
subregio_estacio,wemo,precipitacio_mensual_mm,120,-0.5026980239663913,4.894097539462464e-09,-0.51177028267421,2.316465240400034e-09,0.5026980239663913,0.51177028267421,Llevant_Iberic,Winter,,1.1381622184796427e-07,6.095961158947457e-08,True
subregio_estacio,wemo,anomalia_sst,120,-0.5024144583270509,5.008111223982443e-09,-0.4738107766200401,4.604572630289861e-08,0.5024144583270509,0.4738107766200401,Mediterrani_Central_Occidental,Autumn,,1.1578376125313638e-07,9.902306731806152e-07,True
subregio_estacio,wemo,anomalia_precipitacio_mm_dia,120,-0.5023891239918808,5.018420657514476e-09,-0.5078358587198766,3.2127082579740373e-09,0.5023891239918808,0.5078358587198766,Llevant_Iberic,Winter,,1.1578376125313638e-07,8.237713481984711e-08,True
subregio_estacio,wemo,precipitacio_mm_dia,120,-0.5023445873488379,5.036593614511433e-09,-0.5093429549212718,2.8357838813948923e-09,0.5023445873488379,0.5093429549212718,Llevant_Iberic,Winter,,1.1578376125313638e-07,7.39769708189972e-08,True
estacio_periode,nao,anomalia_temperatura,120,0.49691547154224575,7.795268768930679e-09,0.46257453707086826,1.042839464722668e-07,0.49691547154224575,0.46257453707086826,,Autumn,2001-2010,1.758331301262559e-07,2.1243857154613995e-06,True
subregio_periode,nao,vent_v10,120,-0.49482367964703283,9.205352254104997e-09,-0.5211788482876295,1.0416752565193134e-09,0.49482367964703283,0.5211788482876295,Mediterrani_Central_Occidental,,1991-2000,2.0686184840685387e-07,2.9621097341781423e-08,True
subregio_estacio,wemo,anomalia_sst,120,-0.49187507340497877,1.1614692534835118e-08,-0.44570035595852897,3.3731185861218746e-07,0.49187507340497877,0.44570035595852897,Catalunya_Balears,Autumn,,2.5715186423989194e-07,6.2081937167887255e-06,True
subregio_periode,nao,anomalia_precipitacio_mm_dia,120,-0.491653395280291,1.1818435516260574e-08,-0.37404505934658094,2.5720834625662864e-05,0.491653395280291,0.37404505934658094,Catalunya_Balears,,1991-2000,2.607007834469245e-07,0.00029907947239142865,True
periode,wemo,velocitat_vent,480,0.49085081315945966,1.798799100312652e-30,0.43288740253727287,2.4178526890259907e-23,0.49085081315945966,0.43288740253727287,,,2011-2020,2.9979985005210866e-28,2.5905564525278473e-21,True
subregio_estacio,wemo,velocitat_vent,120,0.4904018428946246,1.3034613190829596e-08,0.41646410083715873,2.232523366161614e-06,0.4904018428946246,0.41646410083715873,Golf_Lleo,Spring,,2.854294859305751e-07,3.332124427106886e-05,True
estacio_periode,nao,pressio_nivell_mar,120,0.48760717561545563,1.619834627593479e-08,0.4758060423677696,3.970112664410435e-08,0.48760717561545563,0.4758060423677696,,Summer,2011-2020,3.4835153281580196e-07,8.630679705240075e-07,True
subregio_periode,nao,anomalia_precipitacio_mensual_mm,120,-0.48745167555900765,1.6394454028292522e-08,-0.3697565075224042,3.2333882389501375e-05,0.48745167555900765,0.3697565075224042,Catalunya_Balears,,1991-2000,3.513097291776969e-07,0.0003626229800691743,True
subregio_periode,nao,anomalia_precipitacio_mensual_mm,120,-0.4862636917297829,1.7969613590733338e-08,-0.46001402899123267,1.2512817530885797e-07,0.4862636917297829,0.46001402899123267,Golf_Lleo,,1991-2000,3.809812068706715e-07,2.5025635061771594e-06,True
subregio_periode,nao,anomalia_precipitacio_mm_dia,120,-0.4860969219775684,1.8202021674888956e-08,-0.46328166240544344,9.913982186144149e-08,0.4860969219775684,0.46328166240544344,Golf_Lleo,,1991-2000,3.845497536948371e-07,2.0371196272898937e-06,True
subregio_estacio,wemo,vent_v10,120,0.48331542035869585,2.253013137487391e-08,0.48984014064394815,1.3618650042132342e-08,0.48331542035869585,0.48984014064394815,Llevant_Iberic,Summer,,4.726600987735785e-07,3.20438824520761e-07,True
subregio_estacio,wemo,velocitat_vent,120,0.48295774486395604,2.315352820414209e-08,0.520548944418742,1.0997702810998034e-09,0.48295774486395604,0.520548944418742,Golf_Lleo,Winter,,4.840458858008799e-07,3.081135607411961e-08,True
estacio_periode,wemo,pressio_nivell_mar,120,-0.482880551902281,2.329022019449432e-08,-0.4167182583041112,2.1977950281879402e-06,0.482880551902281,0.4167182583041112,,Summer,2001-2010,4.852129207186316e-07,3.28847136387223e-05,True
subregio_periode,nao,precipitacio_mensual_mm,120,-0.48280506313339494,2.3424641932500806e-08,-0.4523988110556702,2.1327172368663398e-07,0.48280506313339494,0.4523988110556702,Golf_Lleo,,1991-2000,4.86324746003477e-07,4.101379301666038e-06,True
subregio_estacio,wemo,vent_u10,120,0.48000511998309153,2.8970207121823753e-08,0.4278965107785948,1.088836907167682e-06,0.48000511998309153,0.4278965107785948,Mediterrani_Central_Occidental,Summer,,5.872339281450761e-07,1.770466515719808e-05,True
estacio_periode,wemo,velocitat_vent,120,0.4775462218902591,3.485874805876219e-08,0.3200578823288251,0.0003658386816537605,0.4775462218902591,0.3200578823288251,,Autumn,2011-2020,6.995066500086058e-07,0.0029702734640359445,True
subregio_estacio,nao,humitat_sol_capa2,120,-0.4774596444720771,3.5085668881442795e-08,-0.47386405077027105,4.586437900395051e-08,0.4774596444720771,0.47386405077027105,Mediterrani_Central_Occidental,Winter,,7.017133776288559e-07,9.898786835385003e-07,True
estacio_periode,wemo,velocitat_vent,120,0.47616475152109894,3.8653055249489885e-08,0.4250843088443325,1.302364842865134e-06,0.47616475152109894,0.4250843088443325,,Spring,1981-1990,7.704927956708948e-07,2.0893553628852416e-05,True
estacio_periode,nao,vent_v10,120,-0.47345825860577373,4.726311675885729e-08,-0.4476138098918925,2.962045188624173e-07,0.47345825860577373,0.4476138098918925,,Spring,2011-2020,9.341683113304382e-07,5.536533062848921e-06,True
subregio_periode,nao,precipitacio_mm_dia,120,-0.4734444616117786,4.731138425949068e-08,-0.4444259244254597,3.67647688488524e-07,0.4734444616117786,0.4444259244254597,Golf_Lleo,,1991-2000,9.341683113304382e-07,6.684503427064072e-06,True
subregio_estacio,wemo,evaporacio_potencial,120,-0.4734388028805056,4.7331194440742197e-08,-0.47768698954818883,3.4492790331648844e-08,0.4734388028805056,0.47768698954818883,Mediterrani_Central_Occidental,Winter,,9.341683113304382e-07,7.636780147228526e-07,True
estacio_periode,nao,vent_v10,120,-0.4722060854080364,5.184121983837274e-08,-0.36096311749453025,5.1176656076433475e-05,0.4722060854080364,0.36096311749453025,,Winter,1991-2000,1.0164945066347596e-06,0.0005387016429098261,True
subregio,wemo,vent_u10,480,0.4711492570345062,6.7967367278749155e-28,0.4583154305717505,2.6509550619596376e-26,0.4711492570345062,0.4583154305717505,Llevant_Iberic,,,1.0456518042884486e-25,3.976432592939456e-24,True
subregio_estacio,wemo,anomalia_temperatura,120,-0.46891763522080976,6.59725198331477e-08,-0.44021370189488623,4.874933898423071e-07,0.46891763522080976,0.44021370189488623,Mediterrani_Central_Occidental,Autumn,,1.2621973427084214e-06,8.653728813768765e-06,True
estacio_periode,wemo,anomalia_temperatura,120,-0.4689006204823225,6.605441999113782e-08,-0.35315054421109593,7.610805723368553e-05,0.4689006204823225,0.35315054421109593,,Autumn,2011-2020,1.2621973427084214e-06,0.0007510663542797915,True
subregio_periode,wemo,velocitat_vent,120,0.46890050124759086,6.605499426840739e-08,0.4870523363542311,1.6908560398566908e-08,0.46890050124759086,0.4870523363542311,Mediterrani_Central_Occidental,,2001-2010,1.2621973427084214e-06,3.932223348503932e-07,True
estacio,wemo,anomalia_sst,480,-0.46833614530333084,1.5376088408249074e-27,-0.43954177597327065,4.292753365755421e-24,0.46833614530333084,0.43954177597327065,,Autumn,,2.250159279255962e-25,5.488086938369011e-22,True
subregio_estacio,wemo,velocitat_vent,120,0.46653234763774337,7.845378655638434e-08,0.43814134083508344,5.593102899472049e-07,0.46653234763774337,0.43814134083508344,Llevant_Iberic,Winter,,1.4896288586655254e-06,9.841236773264602e-06,True
estacio_periode,wemo,velocitat_vent,120,0.4651199937507761,8.68763172613303e-08,0.4186638514529999,1.9484109389648535e-06,0.4651199937507761,0.4186638514529999,,Spring,2001-2010,1.6391757973835906e-06,2.952137786310384e-05,True
estacio_periode,nao,anomalia_precipitacio_mensual_mm,120,-0.4650749460838085,8.715868905829165e-08,-0.4625467397908329,1.0449128391014929e-07,0.4650749460838085,0.4625467397908329,,Autumn,1991-2000,1.6393483835415357e-06,2.1243857154613995e-06,True
estacio_periode,nao,anomalia_precipitacio_mm_dia,120,-0.4636500284660873,9.655702963385825e-08,-0.4625050438707796,1.0480302862942904e-07,0.4636500284660873,0.4625050438707796,,Autumn,1991-2000,1.8024296984179329e-06,2.1243857154613995e-06,True
subregio_periode,nao,precipitacio_mensual_mm,120,-0.4636250096513106,9.673039381509573e-08,-0.37108647946463874,3.012937118975532e-05,0.4636250096513106,0.37108647946463874,Catalunya_Balears,,1991-2000,1.8024296984179329e-06,0.00034044487220062506,True
estacio_periode,nao,anomalia_sst,120,0.462517483167746,1.0470993180553515e-07,0.44492326424832157,3.555123678262387e-07,0.462517483167746,0.44492326424832157,,Winter,2001-2010,1.939072811213614e-06,6.5231627124080496e-06,True
subregio_periode,nao,precipitacio_mm_dia,120,-0.45957581051944807,1.2907271607920524e-07,-0.3707843709555672,3.0617390434286994e-05,0.45957581051944807,0.3707843709555672,Catalunya_Balears,,1991-2000,2.3467766559855498e-06,0.0003453089146724097,True
estacio,nao,anomalia_precipitacio_mm_dia,480,-0.4592126084113074,2.0622864327905333e-26,-0.4626260111020835,7.879185442230909e-27,0.4592126084113074,0.4626260111020835,,Winter,,2.8776089759867907e-24,1.2440819119311961e-24,True
estacio_periode,roni,pressio_nivell_mar,120,0.45892881796031776,1.3511424076323036e-07,0.44957142163614416,2.591142792958165e-07,0.45892881796031776,0.44957142163614416,,Spring,2001-2010,2.4492007389105203e-06,4.9198913790344915e-06,True
subregio_periode,wemo,velocitat_vent,120,0.45788757084676046,1.4540785164021817e-07,0.3791524003841855,1.950290247318137e-05,0.45788757084676046,0.3791524003841855,Catalunya_Balears,,1981-1990,2.619961290814742e-06,0.00023403482967817647,True
subregio_periode,nao,vent_v10,120,-0.4574401856458915,1.5005687393784448e-07,-0.4901589021780171,1.3284204026355416e-08,0.4574401856458915,0.4901589021780171,Llevant_Iberic,,1991-2000,2.695632465949302e-06,3.150404116922233e-07,True
subregio_estacio,wemo,anomalia_sst,120,-0.4570885342543747,1.538103236247025e-07,-0.43397697360482157,7.351870109669696e-07,0.4570885342543747,0.43397697360482157,Golf_Lleo,Autumn,,2.754811766412582e-06,1.2287248094155482e-05,True
estacio_periode,nao,anomalia_precipitacio_mm_dia,120,-0.4563560889257189,1.6191804324008813e-07,-0.54329783829398,1.441024377078466e-10,0.4563560889257189,0.54329783829398,,Autumn,2011-2020,2.891393629287288e-06,4.912583103676589e-09,True
estacio_periode,nao,anomalia_precipitacio_mensual_mm,120,-0.45612342831937336,1.6457771065796504e-07,-0.5431727505338202,1.4578282628754106e-10,0.45612342831937336,0.5431727505338202,,Autumn,2011-2020,2.9301669553346894e-06,4.941790721611562e-09,True
estacio,nao,anomalia_precipitacio_mensual_mm,480,-0.45586082920649684,5.249497910278235e-26,-0.4603847870745505,1.483820826093133e-26,0.45586082920649684,0.4603847870745505,,Winter,,6.999330547037647e-24,2.2828012709125126e-24,True
subregio_periode,wemo,velocitat_vent,120,0.455750416125407,1.6892901892398028e-07,0.44651253247831246,3.192401212201381e-07,0.455750416125407,0.44651253247831246,Golf_Lleo,,2011-2020,2.998739980899058e-06,5.911854096669224e-06,True
subregio_estacio,wemo,anomalia_temperatura,120,-0.45547953328024626,1.7215754135290807e-07,-0.4359528635809055,6.460309579035004e-07,0.45547953328024626,0.4359528635809055,Catalunya_Balears,Autumn,,3.047036130139966e-06,1.1074816421202864e-05,True
